epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
19,2277.97,1.44104,1.2621,1.37915,0.71711,0.6479,0.71585,0.40034,1.26111,1.8288,1.15757,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
20,2392.85,1.42771,1.20128,1.36176,0.72621,0.65993,0.72399,0.40045,1.26651,1.84244,1.14705,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
21,2508.09,1.42441,1.19528,1.36189,0.72299,0.65955,0.72473,0.40692,1.25963,1.83738,1.14651,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
22,2622.99,1.41945,1.1956,1.35975,0.73265,0.65635,0.72994,0.40885,1.25112,1.72088,1.14751,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
23,2737.71,1.41483,1.19161,1.35636,0.73127,0.6577,0.73398,0.41173,1.24684,1.57552,1.13292,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
24,2852.68,1.39711,1.16373,1.34743,0.72363,0.67725,0.73141,0.41351,1.24685,1.71205,1.14028,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
25,2967.79,1.3962,1.15559,1.33976,0.74311,0.66941,0.74069,0.41771,1.22926,1.48139,1.1295,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
26,3082.48,1.3933,1.14481,1.33821,0.73155,0.66302,0.73352,0.41644,1.22494,1.58998,1.12849,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
27,3197.08,1.38672,1.12531,1.33794,0.73528,0.6688,0.74214,0.42572,1.22935,1.65391,1.12502,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
28,3324.94,1.3749,1.12384,1.32597,0.74297,0.6722,0.74691,0.42778,1.23732,1.38826,1.12076,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
29,3458.58,1.3718,1.1254,1.32463,0.75886,0.668,0.752,0.42922,1.21425,1.42832,1.10969,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
30,3591.75,1.35981,1.1054,1.31756,0.75408,0.6724,0.75276,0.4344,1.19976,1.42565,1.10561,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
31,3725.83,1.34962,1.09053,1.31151,0.76241,0.6708,0.75742,0.43914,1.20808,1.37437,1.10539,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
32,3859.73,1.35833,1.09381,1.31511,0.74428,0.68676,0.75771,0.44102,1.19627,1.22764,1.10179,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
33,3993.42,1.34682,1.07943,1.29944,0.74746,0.68975,0.75767,0.43766,1.20585,1.31745,1.09904,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
34,4127.25,1.33971,1.06313,1.29621,0.75773,0.69167,0.76462,0.44438,1.20525,1.22932,1.10004,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
35,4261.79,1.33443,1.05513,1.29469,0.7676,0.6994,0.76575,0.44528,1.20037,1.22284,1.09946,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
36,4395.86,1.3261,1.04225,1.28353,0.75382,0.69952,0.76727,0.4475,1.19638,1.30857,1.1004,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
37,4529.8,1.32555,1.03424,1.2901,0.75845,0.69595,0.76698,0.44793,1.19427,1.30413,1.09866,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
38,4663.74,1.32226,1.02987,1.28385,0.77286,0.69251,0.76843,0.45027,1.20074,1.32233,1.10434,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,4797.56,1.3071,1.01568,1.27674,0.77363,0.68678,0.76843,0.45096,1.19452,1.16848,1.09688,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,4931,1.30952,1.01553,1.27574,0.76017,0.70213,0.7707,0.45221,1.18796,1.16638,1.09214,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,5064.07,1.30103,1.00806,1.26938,0.77796,0.68969,0.77243,0.45704,1.18303,1.09021,1.0906,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,5197.6,1.28962,0.99309,1.26125,0.77411,0.70472,0.77635,0.45726,1.18572,1.07908,1.09115,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,5331,1.29066,0.99038,1.2623,0.76998,0.69614,0.7753,0.45633,1.19138,1.09798,1.09609,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,5463.62,1.28783,0.97763,1.26476,0.778,0.70348,0.77747,0.45634,1.18461,1.05527,1.09108,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,5596.75,1.27791,0.96468,1.2533,0.76388,0.71774,0.78169,0.45856,1.18166,1.05463,1.0895,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,5729.87,1.28667,0.96761,1.25604,0.77852,0.71473,0.783,0.46036,1.18174,1.08572,1.08997,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,5862.96,1.28622,0.96207,1.25639,0.78296,0.71407,0.78104,0.46276,1.18053,1.05325,1.09121,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,5995.18,1.27418,0.9649,1.24733,0.7738,0.71466,0.78561,0.46524,1.18217,0.98887,1.09139,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,6125.18,1.26221,0.93856,1.24471,0.76676,0.7231,0.7855,0.46696,1.18579,0.99289,1.09224,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,6255.46,1.26661,0.9385,1.2458,0.77659,0.72008,0.78785,0.46568,1.18366,0.99547,1.08972,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,6384.94,1.26129,0.93701,1.24087,0.76572,0.72877,0.78816,0.46635,1.18744,0.99326,1.0922,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,6514.66,1.25218,0.92727,1.23807,0.77129,0.72311,0.78423,0.46481,1.18091,0.99744,1.09204,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,6644.52,1.24228,0.90728,1.22685,0.77253,0.72456,0.78577,0.46723,1.17399,0.9911,1.08807,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,6773.75,1.23942,0.9126,1.22762,0.78536,0.71743,0.78455,0.46628,1.17432,1.01584,1.08889,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,6902.81,1.22979,0.89475,1.21735,0.78345,0.72474,0.78602,0.46953,1.17254,1.03291,1.08908,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,7032.2,1.23586,0.8892,1.2202,0.77226,0.72947,0.7879,0.46857,1.17427,1.02703,1.09021,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,7161.57,1.22958,0.90003,1.21818,0.77545,0.72697,0.78609,0.46673,1.17907,1.03023,1.09079,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,7291.23,1.22406,0.89189,1.21735,0.77535,0.72488,0.78666,0.46749,1.17428,1.01069,1.08774,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,7421.56,1.21469,0.86818,1.20969,0.78662,0.72145,0.78692,0.46795,1.17242,0.99937,1.08725,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,7551.81,1.22336,0.8722,1.21064,0.78734,0.72192,0.7859,0.46801,1.17314,1.00406,1.0893,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,7682.35,1.20601,0.85191,1.2008,0.79312,0.71706,0.78652,0.46741,1.17518,1.01845,1.09108,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,7812.87,1.20053,0.85658,1.19632,0.78803,0.7186,0.78684,0.46702,1.17286,1.01436,1.08902,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,7943.21,1.19096,0.84695,1.19002,0.7961,0.71889,0.78795,0.46793,1.16978,1.00162,1.08748,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,8073.69,1.19348,0.84688,1.19116,0.7896,0.72553,0.78762,0.4675,1.16911,0.99894,1.08869,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,8204.03,1.18558,0.83171,1.18828,0.79358,0.72583,0.78832,0.46874,1.16991,0.99605,1.08878,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,8333.57,1.18775,0.83534,1.18701,0.79107,0.72981,0.79043,0.46954,1.16936,0.99039,1.08854,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,8463.87,1.18183,0.82401,1.18624,0.7916,0.72776,0.79064,0.47037,1.1707,0.9838,1.08911,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,8593.82,1.17424,0.81807,1.17751,0.79551,0.72816,0.79205,0.47096,1.17133,0.98581,1.09017,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,8723.46,1.17066,0.82047,1.17708,0.79963,0.7243,0.79198,0.47076,1.17164,0.98327,1.09064,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,8852.92,1.16318,0.80136,1.17096,0.79954,0.72742,0.79203,0.47078,1.17257,0.97984,1.09115,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,8982.87,1.16415,0.80927,1.17134,0.801,0.72587,0.79109,0.47146,1.17239,0.97124,1.09085,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,9112.76,1.14822,0.79917,1.169,0.79925,0.72959,0.79087,0.47121,1.17427,0.96767,1.09217,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,9242.22,1.15544,0.78905,1.16265,0.80135,0.72645,0.79131,0.47151,1.17387,0.96559,1.0915,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,9371.52,1.14843,0.78454,1.16027,0.79888,0.72685,0.7911,0.4718,1.17458,0.96454,1.09252,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,9501.13,1.14387,0.78508,1.15615,0.80102,0.72809,0.79105,0.47166,1.17591,0.95896,1.09411,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,9630.93,1.12821,0.76125,1.15131,0.79917,0.72781,0.79087,0.47135,1.17661,0.9542,1.09468,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,9760.08,1.13148,0.76767,1.15466,0.79715,0.73051,0.7902,0.47166,1.17623,0.94765,1.09411,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,9888.83,1.1274,0.7577,1.14727,0.79695,0.72954,0.79067,0.47238,1.17644,0.94734,1.09416,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,10018.1,1.13274,0.7633,1.15003,0.79472,0.72904,0.79083,0.47236,1.17663,0.94131,1.09475,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,10146.6,1.11683,0.74765,1.14383,0.79737,0.72893,0.79111,0.47259,1.17726,0.93143,1.09552,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,10275.3,1.11322,0.74778,1.14097,0.79992,0.72597,0.79178,0.47272,1.17684,0.92262,1.09546,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,10404,1.11394,0.74239,1.14306,0.79871,0.7241,0.79118,0.47307,1.17677,0.91584,1.09599,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,10532.9,1.10978,0.73005,1.13922,0.79619,0.72661,0.79259,0.4729,1.17698,0.91091,1.09668,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,10661.7,1.11141,0.73817,1.13616,0.7966,0.72581,0.79228,0.47317,1.17657,0.90718,1.09636,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,10790.3,1.0961,0.72583,1.1333,0.79651,0.72509,0.79196,0.47295,1.17689,0.9035,1.09687,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,10919.1,1.09204,0.7247,1.12691,0.79539,0.72599,0.79195,0.47292,1.17631,0.90032,1.09666,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,11048.2,1.09041,0.71496,1.12837,0.79436,0.72779,0.79183,0.47363,1.17545,0.89727,1.09595,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,11177.1,1.08564,0.71381,1.12383,0.79535,0.72711,0.79127,0.47379,1.17577,0.89631,1.09659,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,11305.9,1.07841,0.69809,1.11544,0.79563,0.72558,0.79069,0.47339,1.17564,0.89344,1.09685,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,11435.1,1.0847,0.70438,1.12116,0.7956,0.72908,0.79204,0.47345,1.17529,0.88991,1.09693,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,11564.1,1.06887,0.69388,1.11109,0.79687,0.73003,0.79287,0.4738,1.17599,0.89024,1.09749,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,11692.9,1.07759,0.70213,1.11423,0.7978,0.73033,0.79312,0.47393,1.1767,0.88898,1.09823,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,11822,1.06838,0.69121,1.10794,0.80012,0.72867,0.79227,0.47358,1.17673,0.8876,1.09832,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,11950.8,1.05604,0.67851,1.10203,0.79746,0.73079,0.79241,0.4736,1.17749,0.88625,1.09933,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,12079.7,1.05136,0.68404,1.10503,0.79844,0.7301,0.79177,0.47345,1.17769,0.88358,1.09996,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,12208.6,1.04189,0.67089,1.09964,0.799,0.73131,0.79255,0.47338,1.17757,0.88113,1.1001,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,12337.4,1.04331,0.66901,1.10077,0.79657,0.732,0.7921,0.47334,1.17696,0.87833,1.09988,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,12466.3,1.03013,0.66557,1.09157,0.79805,0.73183,0.79221,0.47339,1.17682,0.87632,1.09987,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,12595,1.03872,0.65686,1.09116,0.79784,0.7316,0.79222,0.4736,1.17725,0.87255,1.10096,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,12723.7,1.02626,0.65175,1.08866,0.79897,0.72982,0.79199,0.47343,1.17771,0.87014,1.1016,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,12852.7,1.02736,0.65125,1.08716,0.80295,0.72528,0.7914,0.47318,1.1783,0.86902,1.10236,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,12981.2,1.01955,0.64306,1.08481,0.80357,0.72293,0.79083,0.47281,1.17881,0.86717,1.10297,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,13109.8,1.01294,0.63477,1.08113,0.80604,0.7216,0.79059,0.47242,1.17913,0.86604,1.10325,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,13238.5,1.0093,0.63358,1.07632,0.80345,0.7234,0.79004,0.47254,1.17969,0.86524,1.10395,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,13367.4,1.00417,0.63035,1.07548,0.80461,0.72283,0.79026,0.47223,1.18027,0.86418,1.10464,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,13496.2,0.99503,0.62857,1.07029,0.80526,0.72434,0.78978,0.47228,1.18057,0.86237,1.10503,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,13625,0.99983,0.62483,1.0726,0.80311,0.72465,0.78931,0.47247,1.18088,0.86073,1.10539,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,13753.5,1.00011,0.62515,1.06921,0.80278,0.72511,0.78924,0.47249,1.18139,0.85906,1.10592,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,13882.6,0.98604,0.61385,1.06641,0.8018,0.72502,0.78924,0.4726,1.18111,0.85816,1.10609,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,14011.2,0.98181,0.60734,1.06515,0.80187,0.7253,0.789,0.47234,1.18116,0.85678,1.10641,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,14139.9,0.97514,0.59932,1.05758,0.80151,0.72669,0.78826,0.47209,1.1813,0.85474,1.10679,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,14268.8,0.96358,0.59495,1.05198,0.80256,0.72656,0.78861,0.47231,1.18162,0.85398,1.1073,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,14397.8,0.97028,0.59752,1.05515,0.8025,0.7271,0.7888,0.47221,1.1811,0.85266,1.10659,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,14526.2,0.96713,0.59491,1.05214,0.80373,0.725,0.78959,0.4723,1.18162,0.8506,1.10727,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,14654.8,0.95749,0.5924,1.05171,0.80496,0.72575,0.78818,0.4723,1.18162,0.84874,1.10751,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,14783.5,0.95369,0.58542,1.04787,0.8003,0.72808,0.78866,0.4721,1.18167,0.8472,1.10774,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,14912.3,0.95257,0.58372,1.04761,0.80251,0.72816,0.78804,0.47182,1.18224,0.84505,1.10828,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
